ID	T	d	DEPARTAMENTO	MACROSECTOR	CATEGORIA	ACTIVO	PASIVO	EMPLEOS
446	3	0	N_SANTANDER	SERVICIOS	C	119090	87602	0
447	11	0	NARIÑO	COMERCIO	C	1612332	412110	3
448	1	1	NARIÑO	COMERCIO	C	480278	554609	1
449	4	0	ATLANTICO	SinInf	C	1559868	4256601	0
450	1	1	NARIÑO	SERVICIOS	C	612000	526000	1
452	5	1	N_SANTANDER	SERVICIOS	C	121972	10102345	0
453	5	0	CESAR	AGROPECUARIO	C	1666833	401375	0
454	3	1	SANTANDER	HIDROCARBUROS	C	7239680	13061409	0
455	2	0	SANTANDER	SERVICIOS	C	376610	213493	1
456	2	0	SANTANDER	SinInf	C	146826	81826	1
457	1	0	SANTANDER	SinInf	C	1026260	784548	12
458	2	0	SANTANDER	SinInf	C	118870	118798	1
459	4	0	SANTANDER	SERVICIOS	C	250448	157793	0
460	1	0	BOGOTA	SERVICIOS	C	800000	697880	0
461	1	0	SANTANDER	SinInf	C	5350000	3200220	1
462	1	0	SANTANDER	SinInf	C	599900	523346	1
463	2	0	SANTANDER	SERVICIOS	C	700483	146158	1
464	1	0	TOLIMA	SinInf	C	922965	521755	18
465	1	0	TOLIMA	COMERCIO	C	3404785	2457659	4
466	6	0	VALLE	SinInf	C	572472	363403	0
467	4	0	VALLE	SinInf	C	199259	224179	0
468	5	0	VALLE	SinInf	C	983291	259552	0
469	5	0	BOGOTA	SinInf	B	33803	23867	0
470	1	0	VALLE	SinInf	C	4442750	5884392	1
471	2	0	META	SERVICIOS	C	489234	283739	2
472	4	0	CALDAS	COMERCIO	C	5905758	1238847	1
473	5	0	SANTANDER	SinInf	C	5615311	2884276	0
474	1	0	CALDAS	SinInf	B	18153282	3543429	0
475	9	0	CALDAS	SinInf	C	975961	375311	0
476	13	0	CALDAS	MANUFACTURA	C	2079796	1241284	1
477	2	0	BOGOTA	COMERCIO	C	1989524	1296904	0
479	3	0	NARIÑO	TRANSPORTE	C	670883	109719	2
480	2	0	NARIÑO	SinInf	C	634351	441132	1
481	3	0	NARIÑO	COMERCIO	C	373244	197218	1
482	3	0	VALLE	SinInf	C	1069788	21312449	0
483	4	1	NARIÑO	SERVICIOS	C	846048	462202	1
484	0	0	NARIÑO	SERVICIOS	C	2496927	3209975	1
485	1	0	NARIÑO	COMERCIO	C	5486640	2349692	2
486	4	0	NARIÑO	COMERCIO	C	1075466	3355767	0
487	12	0	VALLE	COMERCIO	C	258115	82580	0
488	3	0	VALLE	SinInf	C	688295	137678	0
489	0	0	VALLE	SinInf	C	1042267	400966	1
490	1	0	VALLE	SERVICIOS	C	6637164	1921191	11
491	3	0	TOLIMA	SinInf	C	333124	301155	0
492	6	0	VALLE	SinInf	C	201811	93417	0
493	7	0	VALLE	SinInf	C	8678844	5756100	0
494	3	0	VALLE	COMERCIO	C	873521	632600	5
495	1	1	VALLE	SinInf	C	40000	84166	1
496	7	0	VALLE	SinInf	C	852824	258802	0
497	1	0	VALLE	SinInf	C	5406517	8749847	0
498	7	0	VALLE	COMERCIO	C	4699364	2770788	8
499	4	0	CUNDINAMARCA	COMERCIO	C	1200000	760941	0
500	3	1	VALLE	SERVICIOS	C	32250	330650	0
501	2	0	VALLE	MANUFACTURA	C	537241	946288	11
502	5	0	VALLE	CONSTRUCCION	C	1850741	571536	1
503	12	0	VALLE	COMERCIO	C	351680	146370	1
504	3	0	VALLE	SERVICIOS	C	1169249	1080485	2
505	0	0	BOGOTA	SinInf	C	1699711	37492	0
506	5	0	VALLE	TRANSPORTE	C	530500	459532	0
507	1	0	VALLE	SinInf	C	536000	322570	0
508	3	0	ANTIOQUIA	SERVICIOS	C	2317319	1407164	8
509	1	0	TOLIMA	COMERCIO	C	687032	350191	0
510	3	0	ANTIOQUIA	COMERCIO	C	10582830	5456938	3
511	0	0	ATLANTICO	COMERCIO	C	1083580	1945294	0
512	5	0	ANTIOQUIA	SinInf	C	10792582	5501079	0
513	8	0	ATLANTICO	SinInf	C	1074410	583767	0
514	10	0	ATLANTICO	SERVICIOS	C	2979805	560681	0
515	4	0	ATLANTICO	SinInf	C	2590638	1814495	0
516	4	0	ATLANTICO	COMERCIO	C	1876281	347301	0
517	6	0	ATLANTICO	SinInf	C	2531978000	2120368745	1
518	4	0	ATLANTICO	SinInf	C	5775206	2014780	0
519	1	0	ATLANTICO	SERVICIOS	C	1767931	913073	1
520	2	1	CESAR	MANUFACTURA	C	8224605	3860287	0
521	0	1	ATLANTICO	SinInf	C	51159	321863	0
522	5	0	ANTIOQUIA	SinInf	C	583000	1811127	0
523	4	0	ATLANTICO	SinInf	C	1849739	464568	0
524	5	0	ATLANTICO	SinInf	C	1149593	3923530	0
525	2	0	ATLANTICO	SinInf	C	490270	439443	1
526	0	0	ATLANTICO	COMERCIO	C	1871133	433448	0
527	3	1	ATLANTICO	SinInf	C	1336423	635204	0
528	1	0	BOLIVAR	SinInf	C	2927473	1914852	1
529	1	0	SANTANDER	COMERCIO	C	163591	319280	1
530	8	0	VALLE	SinInf	C	483846	266812	1
531	0	0	ANTIOQUIA	SinInf	C	8018378	5233159	0
532	6	0	VALLE	SinInf	C	717155	615118	0
533	5	0	CALDAS	SERVICIOS	C	1268422	966645	1
534	6	0	BOGOTA	COMERCIO	C	759631	773102	0
535	9	0	CUNDINAMARCA	TRANSPORTE	C	1138880	1121018	1
536	3	0	BOGOTA	SinInf	C	4286962	2759760	1
537	9	0	BOGOTA	SinInf	C	2137049	142822	1
538	4	0	BOGOTA	SinInf	C	350000	322005	3
539	10	0	HUILA	SinInf	C	3581006	369652	0
540	6	0	VALLE	SinInf	C	1311987	186378	0
541	5	0	ATLANTICO	AGROPECUARIO	C	6203000	2973900	0
542	4	0	MAGDALENA	MANUFACTURA	C	414885	231049	0
543	3	0	MAGDALENA	SERVICIOS	C	2869899	3220691	0
544	5	0	SANTANDER	COMERCIO	C	638000	218000	3
545	1	0	MAGDALENA	SinInf	C	5527949	1385248	0
546	1	0	NARIÑO	COMERCIO	C	8724827	7868308	1
547	2	0	NARIÑO	COMERCIO	C	421351	232560	1
548	1	0	NARIÑO	COMERCIO	C	93305	51942	1
549	5	1	N_SANTANDER	SERVICIOS	C	115761	135824	3
550	14	0	N_SANTANDER	COMERCIO	C	2887128	2267973	1
551	5	0	N_SANTANDER	SERVICIOS	C	1044386	294841	1
552	11	0	N_SANTANDER	SinInf	C	758676	506494	0
553	6	0	CESAR	AGROPECUARIO	C	536357	171079	0
554	6	0	CESAR	COMERCIO	C	1472003434	1036972618	0
555	14	0	N_SANTANDER	COMERCIO	C	1362543	563589	0
556	4	0	MAGDALENA	SERVICIOS	C	1028157	483528	1
557	7	0	N_SANTANDER	COMERCIO	C	602740	307190	1
558	3	0	N_SANTANDER	COMERCIO	C	143164	58112	1
559	4	0	CESAR	COMERCIO	C	493031	197571	2
560	5	0	SANTANDER	SERVICIOS	C	2320739	2477387	0
561	3	0	SANTANDER	COMERCIO	C	551813	411927	1
562	1	0	SANTANDER	MANUFACTURA	C	2064414	1053889	1
563	6	0	CESAR	COMERCIO	C	8195478	4376170	2
564	4	0	SANTANDER	MANUFACTURA	C	210000	90977	5
565	4	0	SANTANDER	SERVICIOS	C	350312	503297	2
566	1	0	SANTANDER	COMERCIO	C	588884	323960	1
567	3	0	SANTANDER	COMERCIO	C	614584	339400	1
568	4	0	SUCRE	SinInf	C	466643	190527	1
569	11	0	SANTANDER	SinInf	A	5335085	19439387	0
570	3	0	SANTANDER	SinInf	C	5281192	3098084	0
571	2	0	SANTANDER	MANUFACTURA	C	527145	410473	1
572	3	0	SANTANDER	SinInf	C	471201	345429	2
573	2	0	SANTANDER	MANUFACTURA	C	377000	198796	1
574	4	0	SANTANDER	COMERCIO	C	213979	108242	0
575	3	0	SANTANDER	SinInf	C	982083	901084	1
576	1	0	BOGOTA	SinInf	A	21013782	16578646	0
577	3	0	TOLIMA	COMERCIO	C	1110499	2688464	0
578	6	0	SANTANDER	SinInf	C	445828	273829	6
579	5	0	SANTANDER	SinInf	C	717000	862133	0
580	1	0	ATLANTICO	SERVICIOS	C	717628	1198634	0
581	4	1	SANTANDER	COMERCIO	C	1303553	462778	1
582	4	1	SANTANDER	SERVICIOS	C	798059	1295709	0
583	0	0	ATLANTICO	SinInf	C	11850790	9439845	0
584	13	0	SANTANDER	COMERCIO	C	209876	192726	10
585	2	0	SANTANDER	COMERCIO	C	747324	401209	1
586	4	0	BOGOTA	SERVICIOS	C	1383919	3474919	0
587	4	0	TOLIMA	COMERCIO	C	1104771	242214	4
588	1	0	TOLIMA	SinInf	C	1727280	961909	8
589	1	0	TOLIMA	SinInf	C	660000	402700	1
590	0	0	VALLE	SinInf	C	1927663	233179	0
591	3	0	MAGDALENA	SERVICIOS	C	446466	250057	3
592	6	0	MAGDALENA	COMERCIO	C	3172781	2565078	0
593	8	0	ANTIOQUIA	COMERCIO	C	492947	167405	0
594	4	0	ANTIOQUIA	MANUFACTURA	C	463230	314374	0
595	4	0	ANTIOQUIA	SinInf	C	6530000	2799064	0
596	1	0	ANTIOQUIA	AGROPECUARIO	C	5736695	1452268	15
597	2	0	ANTIOQUIA	SinInf	C	10107559	6161901	0
598	3	0	BOGOTA	MANUFACTURA	C	633712	433678	1
599	3	0	BOGOTA	SERVICIOS	C	802273	2659688	0
600	8	0	CALDAS	CONSTRUCCION	C	1643399	739695	0
601	3	0	BOGOTA	SinInf	C	1681601	348440	1
602	2	1	SANTANDER	SinInf	C	543900	767428	1
603	3	0	ATLANTICO	SinInf	C	3118106	2273090	1
604	4	0	CUNDINAMARCA	COMERCIO	C	670390	333466	1
605	4	0	CALDAS	COMERCIO	C	2179815	861988	6
606	2	0	META	CONSTRUCCION	C	955813	194965	7
607	3	0	META	SinInf	C	1382288	862983	1
608	2	0	BOGOTA	SinInf	C	578773	105373	0
609	4	0	HUILA	COMERCIO	C	1061788	664735	6
610	2	0	PUTUMAYO	SinInf	C	914432	659874	0
611	1	0	PUTUMAYO	COMERCIO	C	273052	159409	1
612	0	0	ATLANTICO	SinInf	C	2576516	2067028	0
613	3	0	BOGOTA	SinInf	C	7205341	2584265	0
614	0	0	BOGOTA	SinInf	C	1397935	2376672	0
615	3	1	BOGOTA	SinInf	C	196229	269470	0
616	0	0	CUNDINAMARCA	SinInf	C	5055404	5641985	0
617	5	0	ATLANTICO	SERVICIOS	C	657954	955911	0
618	1	0	CUNDINAMARCA	SERVICIOS	C	1037589	422839	0
619	8	0	BOGOTA	AGROPECUARIO	C	1885007	686564	0
620	5	0	N_SANTANDER	COMERCIO	C	2297153	982075	3
621	4	0	BOLIVAR	COMERCIO	C	1085851	789823	1
622	1	0	BOGOTA	SinInf	B	1107500	7515196	0
623	2	0	ATLANTICO	SinInf	C	5178635	8042590	0
624	13	0	BOGOTA	MANUFACTURA	C	500918	327291	7
625	4	0	BOGOTA	SinInf	C	1128350	634106	0
626	0	0	BOGOTA	SinInf	C	5850385	7120173	0
627	10	0	RISARALDA	SERVICIOS	C	543282	362094	1
628	4	0	RISARALDA	SinInf	C	612011	1588238	1
629	3	0	BOGOTA	SinInf	C	1378691	285498	0
630	4	0	CESAR	COMERCIO	C	416540	119000	2
631	4	0	CESAR	CONSTRUCCION	C	1190489	827899	0
632	2	0	ATLANTICO	SinInf	C	2423286	224818	0
633	1	0	ANTIOQUIA	SinInf	C	2044306	361090	0
634	1	1	BOLIVAR	SinInf	C	94700	184540	1
635	9	0	BOGOTA	AGROPECUARIO	C	1357783	798551	0
636	4	0	ANTIOQUIA	AGROPECUARIO	C	2827196	1424194	0
637	2	0	RISARALDA	TRANSPORTE	C	2576741	95593	1
638	3	0	ANTIOQUIA	SinInf	C	4994393	388121	0
639	9	0	ANTIOQUIA	SERVICIOS	C	5506930	3122085	7
640	4	0	ANTIOQUIA	SinInf	C	335598	443706	0
641	0	0	ANTIOQUIA	SERVICIOS	C	3406689	954420	0
642	6	0	ANTIOQUIA	SinInf	C	617144	1329666	0
643	1	0	SANTANDER	SERVICIOS	C	1222823	1730662	0
644	0	0	ANTIOQUIA	SinInf	C	2583119	1822992	1
645	0	0	ANTIOQUIA	SinInf	C	3246419	1950721	0
646	3	1	CORDOBA	SinInf	C	4896383	3284830	0
647	4	0	ANTIOQUIA	MANUFACTURA	C	446641	246418	0
648	7	1	ANTIOQUIA	SinInf	C	788591	261642	0
649	0	0	ANTIOQUIA	SinInf	C	473075	643572	1
650	4	0	ANTIOQUIA	SERVICIOS	C	422563	256909	0
651	2	1	ANTIOQUIA	COMERCIO	C	2603070	1885736	4
652	3	0	ANTIOQUIA	SERVICIOS	C	18724568	7914874	0
653	0	0	ANTIOQUIA	SinInf	C	2565525	3146830	0
654	4	0	ANTIOQUIA	TRANSPORTE	C	1354719	661521	1
655	0	0	ANTIOQUIA	SinInf	C	269005	882789	1
656	0	0	ANTIOQUIA	SinInf	C	4052813	4143888	1
657	2	0	ANTIOQUIA	COMERCIO	C	1356283	982663	1
658	3	0	ANTIOQUIA	COMERCIO	C	618647	256070	0
659	6	0	ANTIOQUIA	COMERCIO	C	1578427	147027	2
660	2	0	BOGOTA	SinInf	C	2344209	10739006	0
661	7	1	ANTIOQUIA	SinInf	C	416574	390879	0
662	2	0	ANTIOQUIA	SinInf	C	2889714	5024387	0
663	3	0	ANTIOQUIA	MANUFACTURA	C	2066419	1128009	15
664	1	1	ANTIOQUIA	SinInf	C	1927124	4193606	0
665	4	0	ANTIOQUIA	TRANSPORTE	C	5321737	2231302	0
666	3	0	ANTIOQUIA	SinInf	C	5413526	1443736	0
667	7	0	ANTIOQUIA	COMERCIO	C	922644	379266	0
668	3	0	ANTIOQUIA	SERVICIOS	C	1554273	1304757	0
669	7	1	ANTIOQUIA	COMERCIO	C	1598890	1275623	0
670	1	0	BOGOTA	SERVICIOS	C	276053	613026	0
671	3	0	ANTIOQUIA	SinInf	C	3506545	4698942	0
672	1	0	ANTIOQUIA	SinInf	C	1410686	615800	0
673	3	0	ANTIOQUIA	COMERCIO	C	289449	228279	0
674	2	0	ANTIOQUIA	SERVICIOS	C	3167604	2529335	1
675	12	0	ANTIOQUIA	COMERCIO	C	3168058	1045111	0
676	4	0	ANTIOQUIA	SinInf	C	3363131	2028894	0
677	3	0	ANTIOQUIA	SinInf	C	944393	203108	1
678	0	1	ANTIOQUIA	SinInf	C	11875408	10224159	0
679	3	0	ANTIOQUIA	SinInf	C	137877	466060	1
680	9	0	ANTIOQUIA	SERVICIOS	C	94184	86745	0
681	4	0	ANTIOQUIA	SinInf	C	1512642	711224	1
682	5	0	ATLANTICO	SinInf	C	6894056	8257686	0
683	3	0	BOLIVAR	SinInf	C	5153089	279544	0
684	0	0	BOLIVAR	SinInf	C	575000000	1264000000	1
685	11	0	ATLANTICO	COMERCIO	C	955953	588454	3
686	4	0	VALLE	SinInf	C	3682830	794240	0
687	1	0	BOLIVAR	SinInf	C	6643463	14785880	1
688	6	0	BOLIVAR	SinInf	C	18999810120	15766013574	0
689	3	0	ARAUCA	MANUFACTURA	C	477474	375473	1
690	3	0	BOYACA	SinInf	C	197000	197000	1
691	1	0	SANTANDER	SERVICIOS	C	1450742	1016132	1
692	2	0	CASANARE	SinInf	C	169000	106536	0
693	1	0	CESAR	SinInf	C	74783	315425	1
694	1	0	SANTANDER	COMERCIO	C	6011476	3979840	1
695	5	0	CESAR	TRANSPORTE	C	748235	381577	1
696	2	0	N_SANTANDER	SERVICIOS	C	1568415	805343	1
697	8	0	ATLANTICO	SinInf	C	1121585000	329312028	0
698	0	0	SANTANDER	SinInf	C	270000	611794	1
699	4	0	CESAR	AGROPECUARIO	C	6317953	3814802	11
700	2	0	CESAR	HIDROCARBUROS	C	666613	480517	0
701	5	0	CORDOBA	SinInf	C	583115	328653	3
702	2	0	CORDOBA	COMERCIO	C	1260272	957445	2
703	3	0	HUILA	SinInf	C	1237017	414796	1
704	14	0	BOGOTA	CONSTRUCCION	C	3959069	1498703	0
705	3	0	BOGOTA	COMERCIO	B	14034051	3218082	0
706	1	0	BOGOTA	SinInf	B	4082999	17487957	0
707	2	1	BOGOTA	SinInf	C	315927	1409012	1
708	2	0	BOGOTA	COMERCIO	C	1976382425	640166477	1
709	0	0	BOGOTA	SinInf	C	10272384	8954998	0
710	4	1	BOGOTA	SinInf	C	820907	332000	0
711	11	0	SUCRE	SinInf	C	1017725	81923	0
712	2	0	BOGOTA	SinInf	B	12171101	10729739	1
713	1	0	BOGOTA	SinInf	C	1478414	113707	1
714	3	0	BOGOTA	COMERCIO	B	7397140,6	4593993,8	0
715	4	0	ANTIOQUIA	SinInf	C	1941649	1493118	0
716	5	0	BOGOTA	COMERCIO	C	1791038	910885	4
717	0	0	BOGOTA	COMERCIO	C	9118260	4984626	1
718	4	0	BOGOTA	SinInf	C	3173188	663894	0
719	5	0	BOGOTA	SinInf	C	709196	203165	1
720	1	0	BOGOTA	SinInf	C	649336	501212	1
721	1	0	BOGOTA	SinInf	C	1140105	1373815	1
722	2	0	BOGOTA	SinInf	C	4612194	1271623	1
723	2	0	META	CONSTRUCCION	B	9057612	4817919	0
724	10	0	BOGOTA	SERVICIOS	C	2632265	1603641	1
725	1	0	CUNDINAMARCA	SERVICIOS	C	1502778	849061	42
726	2	0	BOGOTA	SinInf	C	4304645	1010860	0
727	6	0	ANTIOQUIA	SinInf	C	5314840	437984	0
728	0	0	CUNDINAMARCA	SinInf	C	1049522	978800	0
729	1	0	BOGOTA	SinInf	B	12650184	3909509	1
730	2	0	BOGOTA	MANUFACTURA	C	475700	272739	3
731	2	0	BOGOTA	COMERCIO	C	1287391	795464	1
732	3	1	BOGOTA	COMERCIO	C	28590	754635	1
733	0	0	BOGOTA	SinInf	C	145000	679161	0
734	4	0	BOGOTA	SinInf	C	522571	284454	0
735	0	0	BOGOTA	TRANSPORTE	C	886006	2152799	0
736	4	0	BOGOTA	SinInf	C	321744	310393	0
737	2	0	BOGOTA	SERVICIOS	C	1790586	1057611	1
738	5	0	CHOCO	COMERCIO	C	13873400	7943965	8
739	9	0	CESAR	COMERCIO	C	391453	196453	1
740	0	0	BOGOTA	SinInf	C	1075720	859051	0
741	1	0	SANTANDER	MANUFACTURA	C	569860	219289	3
742	6	0	BOGOTA	SinInf	C	1250346	605806	1
743	0	0	BOGOTA	SinInf	C	120500	340931	0
744	2	1	BOGOTA	SinInf	C	12930	533447	1
745	6	0	BOGOTA	SinInf	C	1008832	671555	1
746	0	0	BOGOTA	SinInf	C	900155	355316	0
747	4	0	TOLIMA	SinInf	C	14000	4000	1
748	4	0	BOGOTA	SinInf	C	2345526	420434	1
749	0	0	ANTIOQUIA	SinInf	C	672452	1103846	1
750	6	0	CHOCO	SERVICIOS	C	992538	400634	0
751	1	0	BOGOTA	COMERCIO	C	1129235	804714	0
752	5	0	HUILA	TRANSPORTE	C	443267	373075	0
753	4	0	BOGOTA	SinInf	C	568195	342748	0
754	3	0	SANTANDER	COMERCIO	C	497230	279758	0
755	0	0	GUAJIRA	COMERCIO	C	708439	586541	0
756	0	0	MAGDALENA	SERVICIOS	C	231086	258791	0
757	3	0	CORDOBA	SinInf	C	830190	649861	1
758	7	0	ATLANTICO	COMERCIO	C	1721617	1071262	0
759	1	0	NARIÑO	COMERCIO	C	1315214	962293	3
760	7	1	NARIÑO	AGROPECUARIO	B	289390	16785241	0
761	3	0	BOGOTA	TRANSPORTE	A	8868352	3102943	0
762	5	1	N_SANTANDER	COMERCIO	C	421733	917827	2
763	1	0	SANTANDER	COMERCIO	C	1041410	576792	1
764	6	0	N_SANTANDER	COMERCIO	C	2371372	1207453	2
765	6	0	N_SANTANDER	CONSTRUCCION	C	1746334	754842	3
766	2	0	SANTANDER	AGROPECUARIO	C	1355421	631075	1
767	4	0	N_SANTANDER	SERVICIOS	C	268200	164963	1
768	4	1	SANTANDER	SinInf	C	465000	2959557	0
769	8	0	SANTANDER	COMERCIO	C	1057377	607121	0
770	5	0	SANTANDER	SinInf	C	2094321	2544495	0
771	4	0	SANTANDER	MANUFACTURA	C	214297	120394	2
772	2	0	SANTANDER	SinInf	C	209699	113900	1
773	5	0	SANTANDER	SinInf	C	5609689	12973833	0
774	1	0	SANTANDER	COMERCIO	C	425039	131105	0
775	4	0	SANTANDER	MANUFACTURA	C	524490	189206	0
776	1	0	SANTANDER	SERVICIOS	C	506617	417340	0
777	3	0	SANTANDER	SERVICIOS	C	752009	142141	1
778	1	0	SANTANDER	MANUFACTURA	C	1088468	963177	1
779	3	1	SANTANDER	MANUFACTURA	C	708700	179566	1
780	1	0	SANTANDER	COMERCIO	C	270325	140627	1
781	0	0	GUAJIRA	SERVICIOS	C	1327088	604036	0
782	6	0	SANTANDER	COMERCIO	C	192087	100538	0
783	0	0	SANTANDER	SinInf	C	3030683	86094684	0
784	8	0	SANTANDER	COMERCIO	C	914849	618840	0
785	0	0	SANTANDER	SinInf	C	3289774	4067072	0
786	1	0	SANTANDER	SinInf	C	4299613	6599057	0
787	1	0	SANTANDER	MANUFACTURA	C	516100	328560	1
788	7	1	SANTANDER	COMERCIO	C	367487	476377	0
789	1	1	SANTANDER	SERVICIOS	C	1650000	829481	1
790	3	0	SANTANDER	AGROPECUARIO	C	1855327	662318	1
791	1	0	SANTANDER	COMERCIO	C	509005	433897	1
792	0	0	SANTANDER	SinInf	C	2700820	1578583	1
793	4	0	SANTANDER	SERVICIOS	C	349785	280503	2
794	6	0	SANTANDER	SERVICIOS	C	395792	333408	4
795	4	1	SANTANDER	SERVICIOS	C	746774	495199	0
796	1	0	SANTANDER	SinInf	C	600000	2884377	1
797	2	0	CESAR	SinInf	C	1008080	529522	0
798	5	1	SANTANDER	COMERCIO	C	1111869	1441254	1
799	3	0	BOGOTA	SERVICIOS	C	1531697	8977091	0
800	5	0	SANTANDER	SinInf	C	4929043	955422	0
801	7	0	CESAR	COMERCIO	C	528805509	258931000	1
802	1	0	SANTANDER	CONSTRUCCION	C	890644	306688	1
803	1	0	SANTANDER	COMERCIO	C	452483	302483	1
804	0	0	SANTANDER	SERVICIOS	C	2815059	855986	1
805	6	0	SANTANDER	COMERCIO	C	272886	120847	1
806	2	0	SANTANDER	COMERCIO	C	396324	272935	1
807	1	0	CUNDINAMARCA	SERVICIOS	C	3945080	2323197	0
808	3	0	SANTANDER	SinInf	C	439701	247118	1
809	1	0	SANTANDER	SinInf	C	753539	1814076	1
810	7	0	SANTANDER	COMERCIO	C	1625570	878111	0
811	4	0	CUNDINAMARCA	SinInf	C	661000	343095	0
812	5	0	SANTANDER	SERVICIOS	C	2181296	1063169	1
813	2	0	SANTANDER	SERVICIOS	C	144372	119248	1
814	2	0	SANTANDER	COMERCIO	C	1123950	630792	1
815	2	0	SANTANDER	COMERCIO	C	769338	732002	1
816	5	0	SANTANDER	SinInf	C	2328816	1203727	0
817	1	0	BOGOTA	SinInf	C	936634	1084536	1
818	1	0	BOGOTA	SERVICIOS	C	843756	503838	10
819	4	0	BOGOTA	AGROPECUARIO	C	2668304	1156166	5
820	12	0	VALLE	COMERCIO	C	334548	169767	0
821	13	0	VALLE	COMERCIO	C	58814	69509	0
822	2	0	VALLE	TRANSPORTE	C	1587916	1361263	2
823	4	0	VALLE	SinInf	C	620743	334405	0
824	2	0	VALLE	COMERCIO	C	1611998	1649704	0
825	1	0	QUINDIO	MANUFACTURA	C	1198864	6194662	1
826	2	0	SANTANDER	COMERCIO	C	396959	197625	1
827	2	0	PUTUMAYO	COMERCIO	C	334712	302908	4
828	1	0	ANTIOQUIA	COMERCIO	C	10503435	6485760	32
829	13	0	ATLANTICO	MANUFACTURA	C	4894154	2519300	0
830	3	0	ANTIOQUIA	SERVICIOS	C	3094174	901408	0
831	0	0	ANTIOQUIA	SinInf	A	82287399	25554135	0
832	9	0	ANTIOQUIA	SERVICIOS	C	369550	139553	1
833	3	0	ANTIOQUIA	COMERCIO	C	4046565	2078457	1
834	1	0	ANTIOQUIA	SinInf	C	1829151	3225861	0
835	1	1	ANTIOQUIA	SinInf	C	207178	1884564	0
836	4	0	ANTIOQUIA	COMERCIO	C	1578353	1142556	0
837	3	0	ANTIOQUIA	COMERCIO	C	7632400	790010	1
838	11	0	ANTIOQUIA	CONSTRUCCION	C	978181	139472	0
839	9	0	ANTIOQUIA	AGROPECUARIO	C	15595352	11804880	10
840	3	0	ANTIOQUIA	COMERCIO	C	1509193	1291711	0
841	5	0	ANTIOQUIA	CONSTRUCCION	C	2799048	1834877	0
842	3	0	ANTIOQUIA	COMERCIO	C	2601507	1840824	1
843	1	0	ANTIOQUIA	SinInf	A	83976750	44525331	1
844	9	0	ANTIOQUIA	CONSTRUCCION	C	494930	159458	1
845	13	0	ATLANTICO	MANUFACTURA	B	10022214	5052252	0
846	7	0	ANTIOQUIA	SinInf	C	142615	219799	0
847	3	0	ANTIOQUIA	SinInf	C	63257	736986	0
848	4	0	ANTIOQUIA	SinInf	C	1216029	626145	0
849	2	1	RISARALDA	SERVICIOS	C	14929155	21142255	1
850	3	0	ANTIOQUIA	SinInf	C	2645973	1596626	0
851	3	0	CORDOBA	COMERCIO	B	21398	2657	1
852	0	0	BOGOTA	SinInf	A	92763734	4296241	0
853	5	0	CALDAS	COMERCIO	C	581732	1417493	1
854	6	0	ANTIOQUIA	TRANSPORTE	C	1382464	1002156	2
855	10	0	ANTIOQUIA	COMERCIO	C	1674595	1272543	5
856	0	0	ANTIOQUIA	SinInf	C	1736198	898988	0
857	13	0	ANTIOQUIA	COMERCIO	A	35819041	21412406	45
858	4	0	ANTIOQUIA	MANUFACTURA	C	924873	665219	1
859	5	0	CORDOBA	SinInf	C	1371347	841593	2
860	4	0	ATLANTICO	SinInf	B	10045748	9022924	0
861	0	0	ANTIOQUIA	TRANSPORTE	C	2175812	1833339	2
862	2	0	ANTIOQUIA	SinInf	C	3300677	1734894	1
863	3	0	ANTIOQUIA	SERVICIOS	C	6042617	3904425	1
864	3	0	ANTIOQUIA	SERVICIOS	C	1303045	713336	0
865	4	0	ANTIOQUIA	SinInf	C	1612908	8909315	0
866	4	0	ANTIOQUIA	COMERCIO	C	1561951	824983	1
867	4	0	ANTIOQUIA	TRANSPORTE	C	757275	553570	2
868	3	0	ANTIOQUIA	SERVICIOS	C	2583905	2357625	1
869	0	0	ANTIOQUIA	SinInf	C	10277346	5247762	1
870	1	0	ANTIOQUIA	SinInf	B	26772288	32270931	1
871	2	0	ANTIOQUIA	SinInf	C	123452	394121	0
872	2	0	ANTIOQUIA	SinInf	C	2145229	6847368	0
873	4	0	ANTIOQUIA	SinInf	C	1510500	888645	0
874	10	0	ANTIOQUIA	CONSTRUCCION	C	3731070	2378495	2
875	0	0	ANTIOQUIA	SinInf	C	1125000	1022859	1
876	2	0	ANTIOQUIA	SERVICIOS	C	2423702	2511200	0
877	8	0	ANTIOQUIA	MANUFACTURA	C	897877	1025512	11
878	0	0	ANTIOQUIA	AGROPECUARIO	C	2253895	1533507	1
879	6	0	ANTIOQUIA	SinInf	C	5430902	3488699	0
880	11	0	ANTIOQUIA	COMERCIO	C	1143304	766568	2
881	5	0	ANTIOQUIA	SinInf	C	6963179	3942806	0
882	12	0	RISARALDA	MANUFACTURA	C	2515220	1496860	5
883	12	0	VALLE	MANUFACTURA	C	614024	599801	0
884	3	0	ANTIOQUIA	SinInf	C	580598	986618	0
885	2	1	ANTIOQUIA	SERVICIOS	C	4833182	7618781	0
886	4	0	ANTIOQUIA	SERVICIOS	C	6098556	3371540	4
887	14	0	ANTIOQUIA	AGROPECUARIO	C	1733118	2220462	7
888	10	0	ANTIOQUIA	TRANSPORTE	C	295738	5075046	10
889	5	0	ANTIOQUIA	COMERCIO	C	2035207	2699091	0
890	13	0	ANTIOQUIA	SERVICIOS	C	720173	1568640	0
891	7	0	ANTIOQUIA	TRANSPORTE	C	641099	453828	0
